RA;Código_Turma;Nome_Disciplina
11201810859;DANHZ2112-18SB;Epistemologia Feminista A-Matutino (São Bernardo)
11201810859;NA1ESHR006-13SB;Formação Histórica da América Latina
21055316;NB1MCTB001-17SA;Álgebra Linear
21055316;NB2BCJ0203-15SA;Fenômenos Eletromagnéticos
21055316;NC1MCTA028-15SA;Programação Estruturada
11202020602;ND1ESTO903-17SB;Engenharia Unificada II
11202020602;NA1ESHP026-14SB;Participação, Movimentos Sociais e Políticas Públicas
11032014;NA1MCTA002-17SA;Algoritmos e Estruturas de Dados II
11032014;NB1ESTO013-17SA;Engenharia Econômica
11032014;NA1ESTA008-17SB;Sistemas de Controle II
13201812294;NA1ESHC030-17SB;Desigualdades de Raça, Gênero e Renda
13201812294;NB1BCN0407-15SB;Funções de Várias Variáveis
13201812294;NA1ESHC024-19SB;Macroeconomia III
11202231084;DB1BHO0102-15SB;Desenvolvimento e Sustentabilidade B1-Matutino (São Bernardo)
11202231084;DBBHQ0004-19SB;Estudos de Gênero B-Matutino (São Bernardo)
11202231084;DANHZ2013-11SB;Filosofia Brasileira: História e Problemas A-Matutino (São Bernardo)
11202231084;DB1BHO1102-19SB;Introdução à Economia B1-Matutino (São Bernardo)
11202231084;DB1BIN0406-15SB;Introdução à Probabilidade e à Estatística B1-Matutino (São Bernardo)
21065813;DA1ESHC036-21SB;Econometria II A1-Matutino (São Bernardo)
11202130376;DA1BIR0004-15SA;Bases Epistemológicas da Ciência Moderna A1-Matutino (Santo André)
11202130376;DA1BCM0506-15SA;Comunicação e Redes A1-Matutino (Santo André)
11202130376;DA2BCJ0203-15SA;Fenômenos Eletromagnéticos A2-Matutino (Santo André)
11202130376;DA1BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias A1-Matutino (Santo André)
11202130376;DA1BCL0307-15SA;Transformações Químicas A1-Matutino (Santo André)
11202131103;NB1BIS0003-15SA;Bases Matemáticas
11202131103;NA2BCN0404-15SA;Geometria Analítica
11202131103;NA3BCM0504-15SA;Natureza da Informação
11108712;NBESTA005-17SA;Análise de Sistemas Dinâmicos Lineares
11108712;DBESTA017-17SA;Laboratório de Máquinas Elétricas B-Matutino (Santo André)
11108712;NAESTA010-17SA;Sensores e Transdutores
11108712;NAESTA014-17SA;Sistemas CAD/CAM
11202130003;NANHT1064-15SA;Zoologia de Invertebrados II
11201811707;DAESTA017-17SA;Laboratório de Máquinas Elétricas A-Matutino (Santo André)
11201811707;DAESZA005-17SA;Processadores Digitais em Controle e Automação A-Matutino (Santo André)
11201811707;DAESTA010-17SA;Sensores e Transdutores A-Matutino (Santo André)
11201811707;NAESTA022-17SA;Teoria de Acionamentos Elétricos
11201921586;NA1BCL0306-15SB;Biodiversidade: Interações entre organismos e ambiente
11201921586;NA1BCN0407-15SB;Funções de Várias Variáveis
11201921586;NA1LHZ0014-19SB;Fundamentos do ensino de Geografia
11201921586;NA1LHZ0030-19SB;Práticas de Ensino de História: Currículos
11201722567;NA2ESHP004-13SB;Cidadania, Direitos e Desigualdades
11201722567;NC1ESTO013-17SA;Engenharia Econômica
11201722567;NB1BHO1102-19SB;Introdução à Economia
11201722567;NA1ESTO005-17SB;Introdução às Engenharias
11201722567;NA1ESTG023-17SB;Organização do Trabalho
11042015;NAESTA005-17SA;Análise de Sistemas Dinâmicos Lineares
11042015;NAESTA014-17SA;Sistemas CAD/CAM
11042015;NA1ESTI013-17SA;Sistemas Microprocessados
11201722444;NA1BIQ0602-15SA;Estrutura e Dinâmica Social
11201722444;NA2BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias
11201722444;NC1BCL0307-15SA;Transformações Químicas
11079216;NAMCTA014-15SA;Inteligência Artificial
11079216;NA2MCTA028-15SA;Programação Estruturada
11117713;NA1ESTG022-17SB;Sistemas CAM
11201811563;NBESTA005-17SA;Análise de Sistemas Dinâmicos Lineares
11201811563;NB1ESTO008-17SA;Mecânica dos Sólidos I
11201811563;DAESZA005-17SA;Processadores Digitais em Controle e Automação A-Matutino (Santo André)
11201811563;DAESTA010-17SA;Sensores e Transdutores A-Matutino (Santo André)
11201811563;NAESTI003-17SA;Transformadas em Sinais e Sistemas Lineares
11201920520;DA1ESTU026-17SA;Caracterização de Matrizes Ambientais A1-Matutino (Santo André)
11201920520;DA1ESTU004-17SA;Cartografia e Geoprocessamento A1-Matutino (Santo André)
11201920520;DAESZE105-17SA;Energia dos Oceanos A-Matutino (Santo André)
11201920520;DA1ESZE048-17SA;Hidrogênio e Células a Combustível A1-Matutino (Santo André)
11201920520;DA1BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias A1-Matutino (Santo André)
11201920520;DA1ESZU023-17SA;Recursos Hídricos A1-Matutino (Santo André)
11202111472;NA1ESHR027-21SB;África nas Relações Internacionais
11202111472;NA2BCL0306-15SB;Biodiversidade: Interações entre organismos e ambiente
11202111472;NA1ESHR026-14SB;História do Terceiro Mundo
11202111472;NB1BIN0406-15SB;Introdução à Probabilidade e à Estatística
11202021235;NA1ESZM025-17SA;Siderurgia e Engenharia dos Aços
11202021235;NA1ESTM009-17SA;Termodinâmica Estatística de Materiais
11202021235;NA1ESTM002-17SA;Tópicos Experimentais em Materiais I
11201811442;NA1ESTO001-17SA;Circuitos Elétricos e Fotônica
11201811442;NB1ESTO903-17SA;Engenharia Unificada II
11201811442;NA1ESTU011-17SA;Planejamento Urbano e Metropolitano
11201811442;NA1ESZE078-17SA;Regulação e Mercado de Energia Elétrica
11201810209;NB1BCJ0203-15SA;Fenômenos Eletromagnéticos
11201810209;NB1BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias
11201810209;NA1ESTU037-17SA;Sistemas de Tratamento de Água
11201810209;NB5BCL0307-15SA;Transformações Químicas
11076313;NAMCTA014-15SA;Inteligência Artificial
11202321934;DB3BCL0306-15SA;Biodiversidade: Interações entre organismos e ambiente B3-Matutino (Santo André)
11202321934;DB1BCN0402-15SA;Funções de Uma Variável B1-Matutino (Santo André)
11202321934;DB3BCN0404-15SA;Geometria Analítica B3-Matutino (Santo André)
11202321934;DB2BCM0504-15SA;Natureza da Informação B2-Matutino (Santo André)
11201810449;NA1ESTU004-17SA;Cartografia e Geoprocessamento
11201810449;NA1ESTU029-17SA;Hidráulica de Condutos Livres
11201810449;NA1ESTU011-17SA;Planejamento Urbano e Metropolitano
11201810449;NA1ESTU032-17SA;Representação Gráfica de Projetos Ambientais e Urbanos
11201922401;DA1BCN0402-15SA;Funções de Uma Variável A1-Matutino (Santo André)
11201922401;NA3BCM0504-15SA;Natureza da Informação
11201922401;DA1ESZU023-17SA;Recursos Hídricos A1-Matutino (Santo André)
11201922401;NA1ESTU037-17SA;Sistemas de Tratamento de Água
11202112041;NA1BIR0004-15SB;Bases Epistemológicas da Ciência Moderna
11202112041;NBBHQ0004-19SB;Estudos de Gênero
11202112041;NA1BHQ0003-15SB;Interpretações do Brasil
11202112041;NA1BHO1102-19SB;Introdução à Economia
11202112041;DB1BHS0007-23SB;Panorama internacional do ABC B1-Matutino (São Bernardo)
11202332399;NB3BCL0306-15SA;Biodiversidade: Interações entre organismos e ambiente
11202332399;NA1BIR0603-15SB;Ciência, Tecnologia e Sociedade
11202332399;NA2BCM0504-15SB;Natureza da Informação
11202231900;NA2BIS0003-15SB;Bases Matemáticas
11202231900;NB2BIR0603-15SB;Ciência, Tecnologia e Sociedade
11202231900;NA2BCN0404-15SB;Geometria Analítica
11202322231;NA1MCTB009-17SB;Cálculo Numérico
11202322231;DAESTS007-17SB;Estabilidade e Controle de Aeronaves A-Matutino (São Bernardo)
11202322231;NA2BCN0404-15SB;Geometria Analítica
11202322231;NA1BCM0504-15SB;Natureza da Informação
11201920267;NA1BCL0306-15SA;Biodiversidade: Interações entre organismos e ambiente
11201920267;NA1BIR0603-15SA;Ciência, Tecnologia e Sociedade
11201920267;NA1BIL0304-15SA;Evolução e Diversificação da Vida na Terra
11201920267;NA3BCM0504-15SA;Natureza da Informação
11202232237;NB1BIR0004-15SA;Bases Epistemológicas da Ciência Moderna
11202232237;NB9BCJ0204-15SA;Fenômenos Mecânicos
11202232237;NB3BCN0402-15SA;Funções de Uma Variável
11202232237;NB2BCM0504-15SA;Natureza da Informação
