RA;Código_Turma;Nome_Disciplina
11077815;NA1NHZ1027-15SA;Farmacologia A1-Noturno (Santo André)
11077815;NA1NHZ6010-18SA;Genômica e Pós-Genômica A1-Noturno (Santo André)
11077815;NA1ESZB015-17SA;Laboratório de Bioinformática A1-Noturno (Santo André)
11077912;NA1ESTA005-17SA;Análise de Sistemas Dinâmicos Lineares A1-Noturno (Santo André)
11077912;DB1ESTI003-17SA;Transformadas em Sinais e Sistemas Lineares B1-Matutino (Santo André)
11077913;NB1ESTO011-17SA;Fundamentos de Desenho Técnico B1-Noturno (Santo André)
11077913;NB1ESTA019-17SA;Projeto Assistido por Computador B1-Noturno (Santo André)
11077913;NA1ESTA010-17SA;Sensores e Transdutores A1-Noturno (Santo André)
11077915;NA1ESZA007-17SB;Confiabilidade de Componentes e Sistemas A1-Noturno (São Bernardo)
11077915;DA1ESTS004-17SB;Desempenho de Aeronaves A1-Matutino (São Bernardo)
11077915;NA1ESTS011-17SB;Métodos Computacionais para Análise Estrutural A1-Noturno (São Bernardo)
11077915;NA1ESZS021-17SB;Sistemas de Propulsão II A1-Noturno (São Bernardo)
11077915;DA1ESZS004-17SB;Aviônica A1-Matutino (São Bernardo)
11077915;Na1ESTA002-17SB;Circuitos Elétricos I a1-Noturno (São Bernardo)
11078113;DA1ESZU017-17SA;Sensoriamento Remoto A1-Matutino (Santo André)
11078214;DA1ESTG011-17SB;Estatística Aplicada a Sistemas de Gestão A1-Matutino (São Bernardo)
11078214;Da1ESTG017-17SB;Introdução aos Processos de Fabricação Metal - Mecânico a1-Matutino (São Bernardo)
11078214;Na1ESTG020-17SB;Sistemas e Processos de Produção a1-Noturno (São Bernardo)
11078312;NA1MCTA002-17SA;Algoritmos e Estruturas de Dados II A1-Noturno (Santo André)
11078312;DA1MCTA037-17SA;Banco de Dados A1-Matutino (Santo André)
11078312;DA1MCTA015-13SA;Linguagens Formais e Automata A1-Matutino (Santo André)
11078312;NA1MCZA030-17SA;Vida Artificial na Computação A1-Noturno (Santo André)
11078312;NA1MCTA017-17SA;Programação Matemática A1-Noturno (Santo André)
11078312;NB2MCTA028-15SA;Programação Estruturada B2-Noturno (Santo André)
11078312;NA1NHI2049-13SA;Lógica Básica A1-Noturno (Santo André)
11078315;NIESZS035-17SB;Dinâmica de Fluidos Computacional I-Noturno (São Bernardo)
11078413;NA1ESZU036-17SA;Saúde, Determinantes Socioambientais e Equidade A1-Noturno (Santo André)
11078414;NA1MCTA037-17SA;Banco de Dados A1-Noturno (Santo André)
11078414;NA1MCTA004-17SA;Arquitetura de Computadores A1-Noturno (Santo André)
11078414;NA1MCTA002-17SA;Algoritmos e Estruturas de Dados II A1-Noturno (Santo André)
11078416;NA1ESTM014-17SA;Caracterização de Materiais A1-Noturno (Santo André)
11078416;NA1ESTM010-17SA;Propriedades Mecânicas e Térmicas A1-Noturno (Santo André)
11078516;DA2ESTE020-17SA;Instalações Elétricas II A2-Matutino (Santo André)
11078516;NA5ESTO903-17SA;Engenharia Unificada II A5-Noturno (Santo André)
11078516;DA1ESTA020-17SA;Modelagem e Controle A1-Matutino (Santo André)
11078516;NA1ESTI013-17SA;Sistemas Microprocessados A1-Noturno (Santo André)
11078814;NA1ESTM019-17SA;Propriedades Elétricas, Magnéticas e Ópticas A1-Noturno (Santo André)
11078814;NB1NHT3069-15SA;Mecânica Clássica II B1-Noturno (Santo André)
11078816;NA1ESZU024-17SA;Clima Urbano A1-Noturno (Santo André)
11078816;NA1ESTU037-17SA;Sistemas de Tratamento de Água A1-Noturno (Santo André)
11078816;DA1NHZ5020-15SA;Educação inclusiva A1-Matutino (Santo André)
11078816;NA2ESTO902-17SA;Engenharia Unificada I A2-Noturno (Santo André)
11078816;NA1ESTU040-17SA;Projeto Ambiental Urbano A1-Noturno (Santo André)
11078816;NA1ESZU036-17SA;Saúde, Determinantes Socioambientais e Equidade A1-Noturno (Santo André)
11079015;NA1ESZE076-17SA;Proteção de Sistemas Elétricos de Potência A1-Noturno (Santo André)
11079015;NB1ESTO017-17SA;Métodos Experimentais em Engenharia B1-Noturno (Santo André)
11079015;NA1ESTE027-17SA;Laboratório de Calor e Fluidos A1-Noturno (Santo André)
11079114;NA1BCJ0203-15SA;Fenômenos Eletromagnéticos A1-Noturno (Santo André)
11079114;NA2BCK0104-15SA;Interações Atômicas e Moleculares A2-Noturno (Santo André)
11079114;NA1BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias A1-Noturno (Santo André)
11079115;DA1ESZU031-17SA;Reúso de Água A1-Matutino (Santo André)
11079213;NA3BCJ0203-15SB;Fenômenos Eletromagnéticos A3-Noturno (São Bernardo)
11079214;DA1ESZM030-17SA;Materiais Nanoestruturados A1-Matutino (Santo André)
11079214;DA1ESZM025-17SA;Siderurgia e Engenharia dos Aços A1-Matutino (Santo André)
11079215;NB1MCTA008-17SA;Computação Gráfica B1-Noturno (Santo André)
11079216;NA1ESTA008-17SA;Sistemas de Controle II A1-Noturno (Santo André)
11079216;NA1ESTA016-17SA;Máquinas Elétricas A1-Noturno (Santo André)
11079216;NA3ESTO903-17SA;Engenharia Unificada II A3-Noturno (Santo André)
11079216;NB1MCTA028-15SA;Programação Estruturada B1-Noturno (Santo André)
11079416;NA1ESTU024-17SA;Análise de Sistemas e Modelagem Ambiental A1-Noturno (Santo André)
11079416;DA1ESTG010-17SB;Inovação Tecnológica A1-Matutino (São Bernardo)
11079416;NA1ESZG006-17SB;Pesquisa Operacional Aplicada A1-Noturno (São Bernardo)
11079416;NA1ESZG021-17SB;Negociação e Solução de Conflitos Organizacionais A1-Noturno (São Bernardo)
11079514;DA1MCTB009-17SA;Cálculo Numérico A1-Matutino (Santo André)
11079514;NA1ESTU024-17SA;Análise de Sistemas e Modelagem Ambiental A1-Noturno (Santo André)
11079615;DA1NHT4075-15SA;Físico-Química Experimental A1-Matutino (Santo André)
11079616;NA1BCN0405-15SB;Introdução às Equações Diferenciais Ordinárias A1-Noturno (São Bernardo)
11079616;NB1BCS0002-15SB;Projeto Dirigido B1-Noturno (São Bernardo)
11079616;DA1BCK0103-15SA;Física Quântica A1-Matutino (Santo André)
11079711;NA1ESTA005-17SA;Análise de Sistemas Dinâmicos Lineares A1-Noturno (Santo André)
11079711;NA1ESZA018-17SA;Engenharia Óptica e Imagens A1-Noturno (Santo André)
11079711;DA1ESZA005-17SA;Processadores Digitais em Controle e Automação A1-Matutino (Santo André)
11079711;NA1ESTA008-17SA;Sistemas de Controle II A1-Noturno (Santo André)
11079713;NB1MCTA008-17SA;Computação Gráfica B1-Noturno (Santo André)
11079713;NA1MCTA027-17SA;Teoria dos Grafos A1-Noturno (Santo André)
11079816;Da1ESTG008-17SB;Gerência de Ativos a1-Matutino (São Bernardo)
11079911;NA1MCZA030-17SA;Vida Artificial na Computação A1-Noturno (Santo André)
11079916;NA1ESZU024-17SA;Clima Urbano A1-Noturno (Santo André)
11079916;NA1ESTU023-17SA;Biomas Brasileiros A1-Noturno (Santo André)
11079916;NA1ESTU037-17SA;Sistemas de Tratamento de Água A1-Noturno (Santo André)
11080114;DA1ESTE027-17SA;Laboratório de Calor e Fluidos A1-Matutino (Santo André)
11080114;DB1ESTE034-17SA;Engenharia de Biocombustíveis B1-Matutino (Santo André)
11080215;DB1ESTA002-17SA;Circuitos Elétricos I B1-Matutino (Santo André)
11080216;DA1NHZ6001-18SA;Fundamentos da Biotecnologia A1-Matutino (Santo André)
11080216;DA1NHZ1027-15SA;Farmacologia A1-Matutino (Santo André)
11080216;DA1NHZ6007-18SA;Segurança e Regulamentação em Biotecnologia A1-Matutino (Santo André)
11080216;DA1NHZ6010-18SA;Genômica e Pós-Genômica A1-Matutino (Santo André)
11080312;DB1BCJ0205-15SA;Fenômenos Térmicos B1-Matutino (Santo André)
11080312;NA1MCTA017-17SA;Programação Matemática A1-Noturno (Santo André)
11080312;NA1MCTA027-17SA;Teoria dos Grafos A1-Noturno (Santo André)
11080312;DA1MCTA025-13SA;Sistemas Distribuídos A1-Matutino (Santo André)
11080316;NA1BHO0101-15SB;Estado e Relações de Poder A1-Noturno (São Bernardo)
11080316;NA1MCTB009-17SB;Cálculo Numérico A1-Noturno (São Bernardo)
11080413;DB1NHI5001-15SA;Desenvolvimento e Aprendizagem B1-Matutino (Santo André)
11080413;NB1BCN0407-15SA;Funções de Várias Variáveis B1-Noturno (Santo André)
11080416;NA1MCZA006-17SA;Computação Evolutiva e Conexionista A1-Noturno (Santo André)
11080416;NB1MCTA008-17SA;Computação Gráfica B1-Noturno (Santo André)
11080416;NB9BCJ0203-15SA;Fenômenos Eletromagnéticos B9-Noturno (Santo André)
11080511;NA1ESZI026-17SA;Engenharia de Sistemas de Comunicação e Missão Crítica A1-Noturno (Santo André)
11080511;DA1NHZ1027-15SA;Farmacologia A1-Matutino (Santo André)
11080516;DA1ESTO016-17SA;Fenômenos de Transporte A1-Matutino (Santo André)
11080516;NA1MCTA008-17SA;Computação Gráfica A1-Noturno (Santo André)
11080516;NA1MCZB015-13SA;Introdução à Criptografia A1-Noturno (Santo André)
11080616;NA1ESZA018-17SA;Engenharia Óptica e Imagens A1-Noturno (Santo André)
11080616;NA2ESTO903-17SA;Engenharia Unificada II A2-Noturno (Santo André)
11080616;NA1ESTA005-17SA;Análise de Sistemas Dinâmicos Lineares A1-Noturno (Santo André)
11080616;NA2ESTO001-17SA;Circuitos Elétricos e Fotônica A2-Noturno (Santo André)
11080716;NA1MCTB002-13SA;Álgebra Linear Avançada I A1-Noturno (Santo André)
11080716;DA1MCTA027-17SA;Teoria dos Grafos A1-Matutino (Santo André)
11080815;NB1ESTI002-17SA;Eletrônica Digital B1-Noturno (Santo André)
11080815;NA1ESTA016-17SA;Máquinas Elétricas A1-Noturno (Santo André)
11080914;DA1ESZM016-17SA;Síntese de Polímeros A1-Matutino (Santo André)
11080914;NA1ESZM037-17SA;Processamento de Polímeros A1-Noturno (Santo André)
11080914;NA3ESTO903-17SA;Engenharia Unificada II A3-Noturno (Santo André)
11081013;NA1ESTE022-17SA;Transferência de Calor I A1-Noturno (Santo André)
11081013;DA1ESTA016-17SA;Máquinas Elétricas A1-Matutino (Santo André)
11081013;DA1NHZ5019-15SA;Tecnologias da Informação e Comunicação na Educação A1-Matutino (Santo André)
11081016;NA1NHI2049-13SA;Lógica Básica A1-Noturno (Santo André)
11081112;NA1MCTA025-13SA;Sistemas Distribuídos A1-Noturno (Santo André)
11081112;NA1ESZI026-17SA;Engenharia de Sistemas de Comunicação e Missão Crítica A1-Noturno (Santo André)
11081116;NA1ESTI019-17SA;Codificação de Sinais Multimídia A1-Noturno (Santo André)
11081116;NA1ESZE076-17SA;Proteção de Sistemas Elétricos de Potência A1-Noturno (Santo André)
11081211;DB1ESTM010-17SA;Propriedades Mecânicas e Térmicas B1-Matutino (Santo André)
11081211;NA1ESTM019-17SA;Propriedades Elétricas, Magnéticas e Ópticas A1-Noturno (Santo André)
11081211;NA1ESTO008-17SA;Mecânica dos Sólidos I A1-Noturno (Santo André)
11081214;Nb2ESTO012-17SB;Princípios de Administração b2-Noturno (São Bernardo)
11081214;NAESTO008-17SB;Mecânica dos Sólidos I A-Noturno (São Bernardo)
11081214;NB1BCK0103-15SB;Física Quântica B1-Noturno (São Bernardo)
11081214;Na1ESTO013-17SB;Engenharia Econômica a1-Noturno (São Bernardo)
11081214;NA1BHO0102-15SB;Desenvolvimento e Sustentabilidade A1-Noturno (São Bernardo)
11081316;NA1ESZS012-17SB;Aplicações de Elementos Finitos para Engenharia A1-Noturno (São Bernardo)
11081411;DA1MCTD018-18SA;Práticas de Ensino de Matemática III A1-Matutino (Santo André)
11081411;NA1MCTB023-17SA;Teoria Aritmética dos Números A1-Noturno (Santo André)
11081514;NA1MCTC002-15SB;Introdução à Neurociência A1-Noturno (São Bernardo)
11081514;Na1ESTB018-17SB;Computação Científica aplicada a Problemas Biológicos a1-Noturno (São Bernardo)
11081614;NA1NHZ3001-15SA;Conhecimento e Técnica: perspectivas da Antiguidade e Período Medieval A1-Noturno (Santo André)
11081709;DA1ESTS005-17SB;Dinâmica e Controle de Veículos Espaciais A1-Matutino (São Bernardo)
11081916;NB1ESTO903-17SB;Engenharia Unificada II B1-Noturno (São Bernardo)
11081916;NB1BCK0104-15SB;Interações Atômicas e Moleculares B1-Noturno (São Bernardo)
11081916;NA1ESTO017-17SA;Métodos Experimentais em Engenharia A1-Noturno (Santo André)
11081916;NA1ESTM004-17SA;Ciência dos Materiais A1-Noturno (Santo André)
11081916;NA1ESTO016-17SB;Fenômenos de Transporte A1-Noturno (São Bernardo)
11082015;NA1BHQ0004-19SB;Estudos de Gênero A1-Noturno (São Bernardo)
11082015;DA1ESTS005-17SB;Dinâmica e Controle de Veículos Espaciais A1-Matutino (São Bernardo)
11082015;Na1ESTS010-17SB;Técnicas de Análise Estrutural e Projeto a1-Noturno (São Bernardo)
11082015;Na1MCZC008-13SB;Neuroarte a1-Noturno (São Bernardo)
11082015;NA1ESTO004-17SB;Instrumentação e Controle A1-Noturno (São Bernardo)
11082015;NA1NHZ2138-18SB;Gênero, Raça, Classe e Sexualidade A1-Noturno (São Bernardo)
11082016;NA1MCTB011-17SA;Equações Diferenciais Ordinárias A1-Noturno (Santo André)
11082016;NA1MCZB015-13SA;Introdução à Criptografia A1-Noturno (Santo André)
11082116;NA1NHT1030-15SA;Geologia e Paleontologia A1-Noturno (Santo André)
11082116;NA1ESTU023-17SA;Biomas Brasileiros A1-Noturno (Santo André)
11082216;DA1ESTG006-17SB;Engenharia Laboral A1-Matutino (São Bernardo)
11082216;DA1ESTG011-17SB;Estatística Aplicada a Sistemas de Gestão A1-Matutino (São Bernardo)
11082216;Da1ESTG008-17SB;Gerência de Ativos a1-Matutino (São Bernardo)
11082216;NA1ESZG021-17SB;Negociação e Solução de Conflitos Organizacionais A1-Noturno (São Bernardo)
11082216;NA1ESZG006-17SB;Pesquisa Operacional Aplicada A1-Noturno (São Bernardo)
11082312;NAESTO008-17SB;Mecânica dos Sólidos I A-Noturno (São Bernardo)
11082312;NA1ESTI003-17SB;Transformadas em Sinais e Sistemas Lineares A1-Noturno (São Bernardo)
11082415;NA1NHI2049-13SA;Lógica Básica A1-Noturno (Santo André)
11082415;NA1MCTA014-15SA;Inteligência Artificial A1-Noturno (Santo André)
11082415;NA1MCTA004-17SA;Arquitetura de Computadores A1-Noturno (Santo André)
11082515;NA1ESTE019-17SA;Instalações Elétricas I A1-Noturno (Santo André)
11082515;DA1ESTI013-17SA;Sistemas Microprocessados A1-Matutino (Santo André)
11082515;DA2ESTO902-17SA;Engenharia Unificada I A2-Matutino (Santo André)
11082714;DA1ESZU036-17SA;Saúde, Determinantes Socioambientais e Equidade A1-Matutino (Santo André)
11082714;DB1BHO0102-15SB;Desenvolvimento e Sustentabilidade B1-Matutino (São Bernardo)
11082715;NA3ESTO903-17SA;Engenharia Unificada II A3-Noturno (Santo André)
11082715;DA1ESZI045-17SA;Introdução à Linguística Computacional A1-Matutino (Santo André)
11082715;DA1MCTC002-15SB;Introdução à Neurociência A1-Matutino (São Bernardo)
11082715;NA1ESZI028-17SA;TV Digital A1-Noturno (Santo André)
11082813;NA1NHZ5020-15SA;Educação inclusiva A1-Noturno (Santo André)
11082813;NC1NHT5013-15SA;Práticas de Ensino de Ciências e Matemática no Ensino Fundamental C1-Noturno (Santo André)
11082814;NA1MCTC022-15SB;Processamento de Sinais Neurais A1-Noturno (São Bernardo)
11082814;NA1MCZC021-20SB;Neuropsicologia A1-Noturno (São Bernardo)
11082814;NA1MCZC011-15SB;Tomada de Decisões e Neuroeconomia A1-Noturno (São Bernardo)
11082814;NA1MCTC011-15SB;Psicologia Cognitiva A1-Noturno (São Bernardo)
11082814;DA1MCZC008-13SB;Neuroarte A1-Matutino (São Bernardo)
11082814;DA2MCTC023-15SB;Neuroanatomia A2-Matutino (São Bernardo)
11082911;DA1ESTS012-17SB;Aeroelasticidade A1-Matutino (São Bernardo)
11082911;Na2ESTS010-17SB;Técnicas de Análise Estrutural e Projeto a2-Noturno (São Bernardo)
11082911;DA1ESTS008-17SB;Vibrações A1-Matutino (São Bernardo)
11083015;NA1ESZE076-17SA;Proteção de Sistemas Elétricos de Potência A1-Noturno (Santo André)
11083015;NB1ESTE035-17SA;Engenharia Eólica B1-Noturno (Santo André)
11083015;DA2ESTE020-17SA;Instalações Elétricas II A2-Matutino (Santo André)
11083116;DB1ESTE034-17SA;Engenharia de Biocombustíveis B1-Matutino (Santo André)
11083116;DB2BIN0406-15SA;Introdução à Probabilidade e à Estatística B2-Matutino (Santo André)
11083116;NB1ESTO008-17SA;Mecânica dos Sólidos I B1-Noturno (Santo André)
11083116;DA1MCTB001-17SA;Álgebra Linear A1-Matutino (Santo André)
11083116;DA1ESZM024-17SA;Engenharia de Metais A1-Matutino (Santo André)
11083209;NC1NHT5013-15SA;Práticas de Ensino de Ciências e Matemática no Ensino Fundamental C1-Noturno (Santo André)
11083310;NA1NHI2049-13SA;Lógica Básica A1-Noturno (Santo André)
11083310;NA2MCTA037-17SA;Banco de Dados A2-Noturno (Santo André)
11083515;NB1ESTA014-17SA;Sistemas CAD/CAM B1-Noturno (Santo André)
11083516;NA1NHT4071-15SA;Práticas de Ensino de Química II A1-Noturno (Santo André)
11083516;NA1BCN0407-15SA;Funções de Várias Variáveis A1-Noturno (Santo André)
11083516;NB1BIN0406-15SA;Introdução à Probabilidade e à Estatística B1-Noturno (Santo André)
11083516;DB1BCJ0205-15SA;Fenômenos Térmicos B1-Matutino (Santo André)
11083713;NA1NHT1053-15SA;Biologia Celular A1-Noturno (Santo André)
11083713;DA1NHZ1009-15SA;Biologia Molecular e Biotecnologia A1-Matutino (Santo André)
11083814;NA1NHZ5020-15SA;Educação inclusiva A1-Noturno (Santo André)
11083814;NA1BHO0102-15SB;Desenvolvimento e Sustentabilidade A1-Noturno (São Bernardo)
11083814;NA3ESTO902-17SA;Engenharia Unificada I A3-Noturno (Santo André)
11083814;NB1ESTO903-17SB;Engenharia Unificada II B1-Noturno (São Bernardo)
11083816;NA1ESZG020-17SB;Modelos de Comunicação nas Organizações A1-Noturno (São Bernardo)
11083816;NA1ESZG021-17SB;Negociação e Solução de Conflitos Organizacionais A1-Noturno (São Bernardo)
11083816;NA1ESZG006-17SB;Pesquisa Operacional Aplicada A1-Noturno (São Bernardo)
11083816;NA1ESHP018-14SB;Políticas Sociais A1-Noturno (São Bernardo)
11083816;NA1ESTU037-17SA;Sistemas de Tratamento de Água A1-Noturno (Santo André)
11083816;Nb1ESTG022-17SB;Sistemas CAM b1-Noturno (São Bernardo)
11083914;Na1ESTG020-17SB;Sistemas e Processos de Produção a1-Noturno (São Bernardo)
11083914;NA1ESZG006-17SB;Pesquisa Operacional Aplicada A1-Noturno (São Bernardo)
11083914;Na1ESTG023-17SB;Organização do Trabalho a1-Noturno (São Bernardo)
11083916;NA2ESTE019-17SA;Instalações Elétricas I A2-Noturno (Santo André)
11083916;NA1ESZA006-17SA;Teoria de Controle Ótimo A1-Noturno (Santo André)
11084009;DA1ESZU017-17SA;Sensoriamento Remoto A1-Matutino (Santo André)
11084014;DA1ESZM025-17SA;Siderurgia e Engenharia dos Aços A1-Matutino (Santo André)
11084014;NA1ESZM037-17SA;Processamento de Polímeros A1-Noturno (Santo André)
11084014;NA1ESZM031-17SA;Nanocompósitos A1-Noturno (Santo André)
11084014;NA1MCTD021-18SA;Fundamentos de Álgebra A1-Noturno (Santo André)
11084015;NB1NHI5001-15SA;Desenvolvimento e Aprendizagem B1-Noturno (Santo André)
11084015;DA1NHT4075-15SA;Físico-Química Experimental A1-Matutino (Santo André)
11084114;NA1ESZG006-17SB;Pesquisa Operacional Aplicada A1-Noturno (São Bernardo)
11084114;NA1ESTO001-17SA;Circuitos Elétricos e Fotônica A1-Noturno (Santo André)
11084115;NA1BIN0406-15SA;Introdução à Probabilidade e à Estatística A1-Noturno (Santo André)
11084115;NB1BCN0407-15SA;Funções de Várias Variáveis B1-Noturno (Santo André)
11084115;NA2BCJ0203-15SA;Fenômenos Eletromagnéticos A2-Noturno (Santo André)
11084211;DA2ESTE020-17SA;Instalações Elétricas II A2-Matutino (Santo André)
11084211;NA1ESTO015-17SA;Mecânica dos Fluidos I A1-Noturno (Santo André)
11084211;NA2ESTO004-17SA;Instrumentação e Controle A2-Noturno (Santo André)
11084213;DA1ESZA013-17SA;Instrumentação e Metrologia Óptica A1-Matutino (Santo André)
11084308;DA1ESZU036-17SA;Saúde, Determinantes Socioambientais e Equidade A1-Matutino (Santo André)
11084308;DA1ESZU017-17SA;Sensoriamento Remoto A1-Matutino (Santo André)
11084308;NA1ESTO008-17SA;Mecânica dos Sólidos I A1-Noturno (Santo André)
11084308;DA1ESZU019-17SA;Transportes e Meio Ambiente A1-Matutino (Santo André)
11084308;DA4ESTO903-17SA;Engenharia Unificada II A4-Matutino (Santo André)
11084415;DA1NHT3054-15SA;Teoria da Relatividade A1-Matutino (Santo André)
11084415;DA1NHZ5020-15SA;Educação inclusiva A1-Matutino (Santo André)
11084415;DA1NHT3036-15SA;Mecânica Estatística A1-Matutino (Santo André)
11084415;DA1NHT5013-15SA;Práticas de Ensino de Ciências e Matemática no Ensino Fundamental A1-Matutino (Santo André)
11084416;NA1NHZ6011-18SA;Biotecnologia Humana A1-Noturno (Santo André)
11084416;NA1NHT1030-15SA;Geologia e Paleontologia A1-Noturno (Santo André)
11084416;NA1NHT1057-15SA;Genética II A1-Noturno (Santo André)
11084416;NA1NHZ6001-18SA;Fundamentos da Biotecnologia A1-Noturno (Santo André)
11084514;NA1NHT4046-15SA;Trabalho de Conclusão de Curso em Química A1-Noturno (Santo André)
11084611;NA1ESHT005-17SB;Economia do Território A1-Noturno (São Bernardo)
11084611;NA1ESHC035-21SB;Econometria I A1-Noturno (São Bernardo)
11084611;NA1BHO1335-15SB;Formação do Sistema Internacional A1-Noturno (São Bernardo)
11084611;Na1ESHC028-17SB;Economia Política a1-Noturno (São Bernardo)
11084611;DA1MCZC011-15SB;Tomada de Decisões e Neuroeconomia A1-Matutino (São Bernardo)
11084613;NA1LHZ0023-19SB;Metodologia em História A1-Noturno (São Bernardo)
11084613;NA1BHO1335-15SB;Formação do Sistema Internacional A1-Noturno (São Bernardo)
11084614;NB1ESTI002-17SA;Eletrônica Digital B1-Noturno (Santo André)
11084615;NA1NHZ1009-15SA;Biologia Molecular e Biotecnologia A1-Noturno (Santo André)
11084714;NA1ESTI016-17SA;Fundamentos de Fotônica A1-Noturno (Santo André)
11084714;NA1ESTI019-17SA;Codificação de Sinais Multimídia A1-Noturno (Santo André)
11084714;DA1ESZI045-17SA;Introdução à Linguística Computacional A1-Matutino (Santo André)
11084714;NA1MCTA014-15SA;Inteligência Artificial A1-Noturno (Santo André)
11084812;DA1ESTE026-17SA;Laboratório de Máquinas Térmicas e Hidráulicas A1-Matutino (Santo André)
11084812;NA1ESTE027-17SA;Laboratório de Calor e Fluidos A1-Noturno (Santo André)
11084814;DA1NHZ6007-18SA;Segurança e Regulamentação em Biotecnologia A1-Matutino (Santo André)
11084915;NA1MCTA027-17SA;Teoria dos Grafos A1-Noturno (Santo André)
11085013;DA1NHT3036-15SA;Mecânica Estatística A1-Matutino (Santo André)
11085013;DA1NHT3054-15SA;Teoria da Relatividade A1-Matutino (Santo André)
11085013;DA1NHT3027-15SA;Laboratório de Física I A1-Matutino (Santo André)
11085013;DA1NHT3069-15SA;Mecânica Clássica II A1-Matutino (Santo André)
11085015;DA1NHT4075-15SA;Físico-Química Experimental A1-Matutino (Santo André)
11085015;DA1MCTC022-15SB;Processamento de Sinais Neurais A1-Matutino (São Bernardo)
11085015;DB1ESZG013-17SB;Empreendedorismo B1-Matutino (São Bernardo)
11085015;DA1MCZC011-15SB;Tomada de Decisões e Neuroeconomia A1-Matutino (São Bernardo)
11085015;DB1BHQ0001-15SB;Identidade e Cultura B1-Matutino (São Bernardo)
11085015;DA1NHI5001-15SB;Desenvolvimento e Aprendizagem A1-Matutino (São Bernardo)
11085016;NA1MCTA017-17SA;Programação Matemática A1-Noturno (Santo André)
11085016;NA1MCZA006-17SA;Computação Evolutiva e Conexionista A1-Noturno (Santo André)
11085016;NA1MCTA014-15SA;Inteligência Artificial A1-Noturno (Santo André)
11085213;NA1ESTU004-17SA;Cartografia e Geoprocessamento A1-Noturno (Santo André)
11085213;NA1MCTB009-17SA;Cálculo Numérico A1-Noturno (Santo André)
11085213;NA1ESTO016-17SA;Fenômenos de Transporte A1-Noturno (Santo André)
11085213;NA1BIN0406-15SA;Introdução à Probabilidade e à Estatística A1-Noturno (Santo André)
11085213;NA1ESTO006-17SA;Materiais e Suas Propriedades A1-Noturno (Santo André)
11085314;NA1MCTA027-17SA;Teoria dos Grafos A1-Noturno (Santo André)
11085314;NA1ESTO008-17SA;Mecânica dos Sólidos I A1-Noturno (Santo André)
11085314;NA1MCTA014-15SA;Inteligência Artificial A1-Noturno (Santo André)
11085316;NA1ESTO015-17SA;Mecânica dos Fluidos I A1-Noturno (Santo André)
11085316;NB1ESTO008-17SA;Mecânica dos Sólidos I B1-Noturno (Santo André)
11085316;NB1ESTA002-17SA;Circuitos Elétricos I B1-Noturno (Santo André)
11085415;Da1LHZ0026-19SB;Práticas de Educação em Direitos Humanos a1-Matutino (São Bernardo)
11085615;NA1NHT3090-15SA;Práticas de Ensino de Física II A1-Noturno (Santo André)
11085615;NA1NHT5013-15SA;Práticas de Ensino de Ciências e Matemática no Ensino Fundamental A1-Noturno (Santo André)
11085615;NA1ESTU011-17SA;Planejamento Urbano e Metropolitano A1-Noturno (Santo André)
11085615;NA2MCTA004-17SA;Arquitetura de Computadores A2-Noturno (Santo André)
11085714;NA1ESTE017-17SA;Operação de Sistemas Elétricos de Potência A1-Noturno (Santo André)
11085816;NA1ESZM027-17SA;Materiais para Energia e Ambiente A1-Noturno (Santo André)
11085816;NA1ESZE073-17SA;Qualidade da Energia Elétrica A1-Noturno (Santo André)
11085816;NA1ESZE090-17SA;Refrigeração e Condicionamento de Ar A1-Noturno (Santo André)
11085916;NA1NHZ6011-18SA;Biotecnologia Humana A1-Noturno (Santo André)
11085916;NA1NHT1056-15SA;Microbiologia A1-Noturno (Santo André)
11086116;NB1ESTO008-17SA;Mecânica dos Sólidos I B1-Noturno (Santo André)
11086116;NA2MCTA028-15SA;Programação Estruturada A2-Noturno (Santo André)
11086116;NA2MCTB001-17SA;Álgebra Linear A2-Noturno (Santo André)
11086212;NA1ESZB015-17SA;Laboratório de Bioinformática A1-Noturno (Santo André)
11086215;DA1MCTC022-15SB;Processamento de Sinais Neurais A1-Matutino (São Bernardo)
11086215;NA1MCZC011-15SB;Tomada de Decisões e Neuroeconomia A1-Noturno (São Bernardo)
11086215;Na1ESTB018-17SB;Computação Científica aplicada a Problemas Biológicos a1-Noturno (São Bernardo)
11086215;DA1MCTC023-15SB;Neuroanatomia A1-Matutino (São Bernardo)
11086215;NA2ESTO903-17SB;Engenharia Unificada II A2-Noturno (São Bernardo)
11086312;NA1ESZU016-17SA;Questões Ambientais Globais A1-Noturno (Santo André)
11086312;NA1NHZ1009-15SA;Biologia Molecular e Biotecnologia A1-Noturno (Santo André)
11086408;NA1MCZC021-20SB;Neuropsicologia A1-Noturno (São Bernardo)
11086408;NA1MCTC022-15SB;Processamento de Sinais Neurais A1-Noturno (São Bernardo)
11086413;NA1ESZA006-17SA;Teoria de Controle Ótimo A1-Noturno (Santo André)
11086414;NB1NHT1084-16SA;Práticas de Ensino de Biologia II B1-Noturno (Santo André)
11086414;NA1NHT1048-15SA;Sistemática e Biogeografia A1-Noturno (Santo André)
11086415;NB1ESTM003-17SA;Tópicos Computacionais em Materiais B1-Noturno (Santo André)
