RA;Código_Turma;Nome_Disciplina
11004415;NA1MCCC015-23SA;PROGRAMAÇÃO FUNCIONAL
11004415;NA2MCTA018-13SA;PROGRAMAÇÃO ORIENTADA A OBJETOS
11004415;NA1MCTA024-13SA;SISTEMAS DIGITAIS
11004516;NAESTE033-17SA;ENGENHARIA SOLAR FOTOVOLTAICA
11004516;NAESTA020-17SA;MODELAGEM E CONTROLE
11004516;NA1ESTU034-17SA;SISTEMAS DE ABASTECIMENTO DE ÁGUAS
11004916;NA1ESTI002-17SA;ELETRÔNICA DIGITAL
11005214;DA1ESTO008-17SB;MECÂNICA DOS SÓLIDOS I
11005315;NA1ESZI030-17SA;GERENCIAMENTO E INTEROPERABILIDADE DE REDES
11005315;NB1MCTB019-17SA;MATEMÁTICA DISCRETA
11005315;NA1MCCC015-23SA;PROGRAMAÇÃO FUNCIONAL
11005315;NA2MCTA025-13SA;SISTEMAS DISTRIBUÍDOS
11005514;NAESZA011-17SA;ELETRÔNICA DE POTÊNCIA I
11005514;NAESZA015-17SA;SUPERVISÃO E MONITORAMENTO DE PROCESSOS ENERGÉTICOS
11005516;NA1ESAE002-23SA;DESENHO UNIVERSAL E TECNOLOGIA ASSISTIVA
11005613;NA1MCTA006-17SA;CIRCUITOS DIGITAIS
11005613;NA1MCTA009-13SA;COMPUTADORES, ÉTICA E SOCIEDADE
11005613;NA1MCTB019-17SA;MATEMÁTICA DISCRETA
11005613;NA1MCTA024-13SA;SISTEMAS DIGITAIS
11006316;NB1NHI5001-15SA;DESENVOLVIMENTO E APRENDIZAGEM
11006316;NANHLP004-22SA;TEORIA ELETROMAGNÉTICA
11006414;NAESZA015-17SA;SUPERVISÃO E MONITORAMENTO DE PROCESSOS ENERGÉTICOS
11006514;NA1ESZI039-17SA;PROPAGAÇÃO E ANTENAS
11006514;DA3MCTA024-13SA;SISTEMAS DIGITAIS
11006514;DA1ESZB026-17SB;SISTEMAS EMBARCADOS PARA ENGENHARIA BIOMÉDICA
11007116;DA1MCTA003-17SA;ANÁLISE DE ALGORITMOS
11007116;DA1MCCC015-23SA;PROGRAMAÇÃO FUNCIONAL
11007116;DA1MCTA018-13SA;PROGRAMAÇÃO ORIENTADA A OBJETOS
11007116;DA1MCZA020-13SA;PROGRAMAÇÃO PARALELA
11007116;DA2MCTA024-13SA;SISTEMAS DIGITAIS
11007314;NA1MCTB019-17SA;MATEMÁTICA DISCRETA
11007314;NA1MCCC010-23SA;MATEMÁTICA DISCRETA II
11007314;NA1MCTA025-13SA;SISTEMAS DISTRIBUÍDOS
11007716;NA1NHT1049-15SA;TRABALHO DE CONCLUSÃO DE CURSO EM BIOLOGIA
11007812;NANHZ3080-15SA;LABORATÓRIO DE FÍSICA MÉDICA
11008414;NAESZA011-17SA;ELETRÔNICA DE POTÊNCIA I
11008414;NAESZA015-17SA;SUPERVISÃO E MONITORAMENTO DE PROCESSOS ENERGÉTICOS
11008415;DA1MCCC002-23SA;ALGORITMOS E ESTRUTURAS DE DADOS II
11008415;NAMCLM001-23SA;EDUCAÇÃO ESTATÍSTICA
11008415;DAMCTC001-15SB;INTRODUÇÃO À FILOSOFIA DA MENTE
11008415;NA1MCZA046-17SA;SEMÂNTICA DE LINGUAGEM DE PROGRAMAÇÃO
11008516;NA1BHO0102-15SB;DESENVOLVIMENTO E SUSTENTABILIDADE
11008516;NAESZG013-17SB;EMPREENDEDORISMO
11008516;NANHH2010-18SB;ÉTICA CONTEMPORÂNEA
11008516;NANHZ2106-18SB;FILOSOFIA DA CIÊNCIA
11008516;NA1ESTO014-17SB;TERMODINÂMICA APLICADA I
11009215;DA1ESHC036-21SB;ECONOMETRIA II
11009215;DA1ESTG008-17SB;GERÊNCIA DE ATIVOS
11009215;DA1ESTG024-17SB;SISTEMAS DE INFORMAÇÃO CORPORATIVOS
11009614;NAMCTD024-18SA;ANÁLISE NA EDUCAÇÃO BÁSICA
11009716;NA1BCN0405-15SB;INTRODUÇÃO ÀS EQUAÇÕES DIFERENCIAIS ORDINÁRIAS
11010315;DA1MCCC015-23SA;PROGRAMAÇÃO FUNCIONAL
11010315;DA2MCTA018-13SA;PROGRAMAÇÃO ORIENTADA A OBJETOS
11010315;NA1MCZA046-17SA;SEMÂNTICA DE LINGUAGEM DE PROGRAMAÇÃO
11010315;DA2MCTA024-13SA;SISTEMAS DIGITAIS
11011816;NB1NHI5001-15SA;DESENVOLVIMENTO E APRENDIZAGEM
11011816;DA1NHLQ001-22SA;EXPERIMENTAÇÃO E ENSINO DE QUÍMICA
11011816;DA1NHT4073-15SA;LIVROS DIDÁTICOS NO ENSINO DE QUÍMICA
11011816;DA1NHLQ002-22SA;PRÁTICAS DE ENSINO DE QUÍMICA I
11012014;DB1BCS0002-15SB;PROJETO DIRIGIDO
11012211;NA1ESAE002-23SA;DESENHO UNIVERSAL E TECNOLOGIA ASSISTIVA
11012211;NA1ESTS018-17SB;TRANSFERÊNCIA DE CALOR APLICADA A SISTEMAS AEROESPACIAIS
11012211;NA1ESTI003-17SB;TRANSFORMADAS EM SINAIS E SISTEMAS LINEARES
11012616;NA1ESTS006-17SB;LABORATÓRIO DE GUIAGEM, NAVEGAÇÃO E CONTROLE
11013011;NANHLP001-22SA;PRÁTICAS DE ENSINO DE FÍSICA I
11013016;NA1ESTE037-17SA;ANÁLISE ECONÔMICA DE PROJETOS ENERGÉTICOS
11013116;DA1NHZ1074-15SA;ASTROBIOLOGIA
11013116;DA1NHI5001-15SA;DESENVOLVIMENTO E APRENDIZAGEM
11013116;DA1NHT1072-15SA;ECOLOGIA COMPORTAMENTAL
11013116;DA1NHZ6001-18SA;FUNDAMENTOS DA BIOTECNOLOGIA
11013116;DA1BCN0405-15SA;INTRODUÇÃO ÀS EQUAÇÕES DIFERENCIAIS ORDINÁRIAS
11013116;DANHZ3095-22SA;LITERATURA E ENSINO DE CIÊNCIAS
11013212;NA1MCCC006-23SA;COMPILADORES E INTERPRETADORES
11013212;NA1MCCC015-23SA;PROGRAMAÇÃO FUNCIONAL
11013212;NA1MCTA025-13SA;SISTEMAS DISTRIBUÍDOS
11013316;NA1ESZB022-17SA;INTRODUÇÃO À BIOINFORMÁTICA
11013316;NA1MCZA030-17SA;VIDA ARTIFICIAL NA COMPUTAÇÃO
11013316;NA1ESZA019-17SA;VISÃO COMPUTACIONAL
11013415;NAESZE105-17SA;ENERGIA DOS OCEANOS
11013415;NA1ESTE034-17SA;ENGENHARIA DE BIOCOMBUSTÍVEIS
11013415;NA1ESTE016-17SA;INTRODUÇÃO AOS SISTEMAS ELÉTRICOS DE POTÊNCIA
11013516;DA1MCZB030-17SA;TEORIA AXIOMÁTICA DE CONJUNTOS
11013615;NA1ESTG002-17SB;DESENVOLVIMENTO INTEGRADO DO PRODUTO
11013815;NA1MCCC010-23SA;MATEMÁTICA DISCRETA II
11014116;DA1ESTO004-17SB;INSTRUMENTAÇÃO E CONTROLE
11014116;NA1ESTO008-17SA;MECÂNICA DOS SÓLIDOS I
11014116;DA1ESTG023-17SB;ORGANIZAÇÃO DO TRABALHO
11014116;NB1ESMA001-23SA;SOLUÇÕES PARA DESAFIOS EM ENGENHARIA
11014216;DA1ESTA021-17SA;INTRODUÇÃO AO CONTROLE DISCRETO
11014216;DA1ESTO005-17SA;INTRODUÇÃO ÀS ENGENHARIAS
11014216;DA1ESZI041-18SA;PROGRAMAÇÃO DE SOFTWARE EMBARCADO
11014216;DAESTA014-17SA;SISTEMAS CAD/CAM
11014216;DA1ESMA001-23SA;SOLUÇÕES PARA DESAFIOS EM ENGENHARIA
11014413;NA1MCZA030-17SA;VIDA ARTIFICIAL NA COMPUTAÇÃO
11016016;NA1BHO0102-15SB;DESENVOLVIMENTO E SUSTENTABILIDADE
11016016;NA1ESTO017-17SB;MÉTODOS EXPERIMENTAIS EM ENGENHARIA
11016016;NA1ESTA003-17SA;SISTEMAS DE CONTROLE I
11016016;NA1ESTI003-17SB;TRANSFORMADAS EM SINAIS E SISTEMAS LINEARES
11016314;NANHBP010-23SA;ÓPTICA E RELATIVIDADE
11016315;DA1ESTA005-17SA;ANÁLISE DE SISITEMAS DINÂMICOS LINEARES
11016315;DB1ESTA007-17SA;ELETRÔNICA ANALÓGICA APLICADA
11016916;NA1MCZA039-17SA;PRÁTICA AVANÇADA DE PROGRAMAÇÃO B
11016916;NA1MCCC015-23SA;PROGRAMAÇÃO FUNCIONAL
11017814;DA1MCCC010-23SA;MATEMÁTICA DISCRETA II
11017814;DA1MCTA025-13SA;SISTEMAS DISTRIBUÍDOS
11017913;NA1MCTB009-17SA;CÁLCULO NUMÉRICO
11017916;DA1ESZB022-17SA;INTRODUÇÃO À BIOINFORMÁTICA
11017916;NA1MCZB015-13SA;INTRODUÇÃO À CRIPTOGRAFIA
11017916;NA1MCCC010-23SA;MATEMÁTICA DISCRETA II
11017916;DA1MCZA039-17SA;PRÁTICA AVANÇADA DE PROGRAMAÇÃO B
11017916;DA1MCZA030-17SA;VIDA ARTIFICIAL NA COMPUTAÇÃO
11018015;NAMCNC002-23SB;NEUROCIÊNCIA TEÓRICA E COMPUTACIONAL
11018015;NAMCZC018-20SB;PSICOPATOLOGIA
11018316;NA1ESTG002-17SB;DESENVOLVIMENTO INTEGRADO DO PRODUTO
11018316;NA1ESTO016-17SB;FENÔMENOS DE TRANSPORTE
11018615;NA1MCCC002-23SA;ALGORITMOS E ESTRUTURAS DE DADOS II
11018615;NB2BCN0405-15SA;INTRODUÇÃO ÀS EQUAÇÕES DIFERENCIAIS ORDINÁRIAS
11018615;NA2MCTA025-13SA;SISTEMAS DISTRIBUÍDOS
11018615;NC1ESMA001-23SA;SOLUÇÕES PARA DESAFIOS EM ENGENHARIA
11018615;NA1MCZA030-17SA;VIDA ARTIFICIAL NA COMPUTAÇÃO
11018913;NA1ESTO001-17SB;CIRCUITOS ELÉTRICOS E FOTÔNICA
11018913;NA2ESGE003-23SB;SISTEMAS CAM
11019313;DA1NHI5001-15SA;DESENVOLVIMENTO E APRENDIZAGEM
11019313;DA1ESTO013-17SA;ENGENHARIA ECONÔMICA
11019313;DAMCZB035-17SA;EVOLUÇÃO DOS CONCEITOS MATEMÁTICOS
11019313;DA1NHT1054-15SA;HISTOLOGIA E EMBRIOLOGIA
11019313;DA1ESTU031-17SA;RECUPERAÇÃO DE ÁREAS DEGRADADAS
11019314;DAESZA023-17SA;INTRODUÇÃO AO CONTROLE MODERNO
11019314;DA1ESZI041-18SA;PROGRAMAÇÃO DE SOFTWARE EMBARCADO
11019316;NB2BCJ0203-15SB;FENÔMENOS ELETROMAGNÉTICOS
11019316;DA1BCK0104-15SA;INTERAÇÕES ATÔMICAS E MOLECULARES
11019316;NA1ESTU034-17SA;SISTEMAS DE ABASTECIMENTO DE ÁGUAS
11019414;NA1NHT4056-15SA;QUÍMICA INORGÂNICA EXPERIMENTAL
11019414;NA1NHT4046-15SA;TRABALHO DE CONCLUSÃO DE CURSO EM QUÍMICA
11019514;DAMCTD024-18SA;ANÁLISE NA EDUCAÇÃO BÁSICA
11019514;DAMCZB035-17SA;EVOLUÇÃO DOS CONCEITOS MATEMÁTICOS
11019514;DA1NHZ2099-16SB;TÓPICOS CONTEMPORÂNEOS EM EDUCAÇÃO E FILOSOFIA
11019715;NB1ESTI015-17SA;COMUNICAÇÕES MÓVEIS
11019715;NB1ESTI016-17SA;FUNDAMENTOS DE FOTÔNICA
11020016;NA1ESTS004-17SB;DESEMPENHO DE AERONAVES
11020016;NA1ESTS017-17SB;SISTEMAS DE PROPULSÃO I
11020116;DA1ESZC024-17SB;TÓPICOS AVANÇADOS EM HISTÓRIA ECONÔMICA
11020116;NAESZE079-17SA;TÓPICOS DE OTIMIZAÇÃO EM SISTEMAS ELÉTRICOS DE POTÊNCIA E APLICAÇÕES
11020116;DA1MCBM012-23SA;TOPOLOGIA
11020513;DA1ESTE004-17SA;ENERGIA, MEIO AMBIENTE E SOCIEDADE
11020513;DA1ESTE025-17SA;FUNDAMENTOS DE MÁQUINAS TÉRMICAS
11020513;NA2ESTO004-17SA;INSTRUMENTAÇÃO E CONTROLE
11020716;NB1ESTO011-17SA;FUNDAMENTOS DE DESENHO TÉCNICO
11021011;DA1ESTU040-17SA;PROJETO AMBIENTAL URBANO
11021011;DA1ESTU031-17SA;RECUPERAÇÃO DE ÁREAS DEGRADADAS
11021016;NANHZ3010-15SA;FÍSICA COMPUTACIONAL
11021016;NANHBP003-23SA;FÍSICA EXPERIMENTAL III
11021116;NA1ESTO004-17SA;INSTRUMENTAÇÃO E CONTROLE
11021116;NA1ESTG014-17SB;PLANEJAMENTO E CONTROLE DA PRODUÇÃO
11021116;NA1ESGE003-23SB;SISTEMAS CAM
11021211;DA1ESTG010-17SB;INOVAÇÃO TECNOLÓGICA
11021211;DA1ESZG006-17SB;PESQUISA OPERACIONAL APLICADA
11021211;NB2BCM0505-22SB;PROCESSAMENTO DA INFORMAÇÃO
11021815;DANHT3089-15SA;TRABALHO DE CONCLUSÃO DE CURSO EM FÍSICA
11021816;NA1MCTB012-13SA;EQUAÇÕES DIFERENCIAIS PARCIAIS
11022115;DANHLP001-22SA;PRÁTICAS DE ENSINO DE FÍSICA I
11022216;NA2MCTA009-13SA;COMPUTADORES, ÉTICA E SOCIEDADE
11023114;DA1NHT1013-15SA;BIOQUÍMICA FUNCIONAL
11023114;DA1NHT1054-15SA;HISTOLOGIA E EMBRIOLOGIA
11023114;NA1NHT1071-15SA;PRÁTICAS DE ECOLOGIA
11023216;NANHT3049-15SA;PRINCÍPIOS DE TERMODINÂMICA
11023916;NA1ESAE006-23SB;AERONAVES DIRIGÍVEIS
11023916;NA1ESTS004-17SB;DESEMPENHO DE AERONAVES
11023916;NA1ESTO015-17SB;MECÂNICA DOS FLUIDOS I
11024015;DA1ESHC027-21SB;ECONOMIA MATEMÁTICA
11024015;NAESTA018-17SA;ELETROMAGNETISMO APLICADO
11024116;NA1NHZ2093-16SA;CORPO, SEXUALIDADE E QUESTÕES DE GÊNERO
11024215;DA1ESTM005-17SA;MATERIAIS METÁLICOS
11024216;NA1NHZ6014-18SA;TRABALHO DE CONCLUSÃO DE CURSO DE BIOTECNOLOGIA
11024416;DA1MCCC002-23SA;ALGORITMOS E ESTRUTURAS DE DADOS II
11024416;DA1BIR0004-15SB;BASES EPISTEMOLÓGICAS DA CIÊNCIA MODERNA
11024416;DANHH2019-13SB;FILOSOFIA DA LINGUAGEM
11024816;DA1ESTU027-17SA;FUNDAMENTOS DE GEOLOGIA PARA ENGENHARIA
11024816;DA1NHT3066-15SA;VARIÁVEIS COMPLEXAS E APLICAÇÕES
11025414;NA1ESEN004-23SA;INTRODUÇÃO AO PROJETO DE DISPOSITIVOS ELETROMAGNÉTICOS
11025414;NAESZE031-17SA;PROCESSOS TERMOQUÍMICOS DE CONVERSÃO ENERGÉTICA
11026112;DA1ESTI015-17SA;COMUNICAÇÕES MÓVEIS
11026112;NA1ESTI006-17SA;PROCESSAMENTO DIGITAL DE SINAIS
11026316;DA2BHO0102-15SB;DESENVOLVIMENTO E SUSTENTABILIDADE
11026316;NA1ESTG009-17SB;GESTÃO DE OPERAÇÕES
11026613;NA1NHZ1009-15SA;BIOLOGIA MOLECULAR E BIOTECNOLOGIA
11026613;NA1NHZ6001-18SA;FUNDAMENTOS DA BIOTECNOLOGIA
11026613;NA1NHZ6003-18SA;NANOBIOTECNOLOGIA
11026916;NA1ESTO015-17SA;MECÂNICA DOS FLUIDOS I
11027216;NA1ESTO013-17SA;ENGENHARIA ECONÔMICA
11027216;NA6BCJ0203-15SA;FENÔMENOS ELETROMAGNÉTICOS
11027216;DA1BCN0407-15SA;FUNÇÕES DE VÁRIAS VARIÁVEIS
11027216;NA2BCN0405-15SA;INTRODUÇÃO ÀS EQUAÇÕES DIFERENCIAIS ORDINÁRIAS
11028016;DA1ESZG036-17SB;CONCEITOS DE MARKETING
11028016;DA1ESTG008-17SB;GERÊNCIA DE ATIVOS
11028116;NA1NHZ4080-20SA;HISTÓRIA DA QUÍMICA
11028116;NAESZE006-17SA;SUBESTAÇÃO E EQUIPAMENTOS
11028616;DA1ESTE032-17SA;ENGENHARIA SOLAR TÉRMICA
11028713;NA1MCCC006-23SA;COMPILADORES E INTERPRETADORES
11028713;NA1MCCC015-23SA;PROGRAMAÇÃO FUNCIONAL
11028713;NA1MCZA030-17SA;VIDA ARTIFICIAL NA COMPUTAÇÃO
11029216;NAESZA011-17SA;ELETRÔNICA DE POTÊNCIA I
11029216;DAESTA013-17SA;FUNDAMENTOS DE ROBÓTICA
11029216;NA1ESTA021-17SA;INTRODUÇÃO AO CONTROLE DISCRETO
11029216;NA1ESTA017-17SA;LABORATÓRIO DE MÁQUINAS ELÉTRICAS
11029216;NAESTA019-17SA;PROJETO ASSISTIDO POR COMPUTADOR
11029216;NA1ESTA008-17SA;SISTEMAS DE CONTROLE II
11029715;NA2BCJ0205-15SA;FENÔMENOS TÉRMICOS
11029715;NB1BIN0406-15SA;INTRODUÇÃO À PROBABILIDADE E À ESTATÍSTICA
11029715;NA2ESTO006-17SA;MATERIAIS E SUAS PROPRIEDADES
11030614;NA1ESZS019-17SB;AERODINÂMICA II
11030614;NA1ESAE006-23SB;AERONAVES DIRIGÍVEIS
11030614;NA1ESTI003-17SB;TRANSFORMADAS EM SINAIS E SISTEMAS LINEARES
11030615;DAMCZB035-17SA;EVOLUÇÃO DOS CONCEITOS MATEMÁTICOS
11030815;NA1NHH2023-16SB;FILOSOFIA DO ENSINO DE FILOSOFIA
11030815;NA1NHH2090-16SB;PRÁTICA DE ENSINO DE FILOSOFIA: PROGRAMAS DE ENSINO
11031407;DA1NHZ1009-15SA;BIOLOGIA MOLECULAR E BIOTECNOLOGIA
11031715;NA2MCTA009-13SA;COMPUTADORES, ÉTICA E SOCIEDADE
11031715;NA1BCS0002-15SA;PROJETO DIRIGIDO
11031814;NANHT3070-15SA;ELETROMAGNETISMO I
11031814;NANHT3065-15SA;LABORATÓRIO DE FÍSICA III
11031814;NANHT3049-15SA;PRINCÍPIOS DE TERMODINÂMICA
11031814;NA1NHT3066-15SA;VARIÁVEIS COMPLEXAS E APLICAÇÕES
11032014;DAESTA013-17SA;FUNDAMENTOS DE ROBÓTICA
11033016;NA5BCJ0203-15SA;FENÔMENOS ELETROMAGNÉTICOS
11033016;NB2BCN0405-15SA;INTRODUÇÃO ÀS EQUAÇÕES DIFERENCIAIS ORDINÁRIAS
11033016;NA1MCCC015-23SA;PROGRAMAÇÃO FUNCIONAL
11033312;NA1ESTG001-17SB;CUSTOS
11033312;DA1ESTG011-17SB;ESTATÍSTICA APLICADA A SISTEMAS DE GESTÃO
11033312;NA1ESTO016-17SB;FENÔMENOS DE TRANSPORTE
11033312;DA1ESTG008-17SB;GERÊNCIA DE ATIVOS
11033414;NA1ESTU025-17SA;AVALIAÇÃO DE IMPACTOS AMBIENTAIS
11033414;NA1ESTU027-17SA;FUNDAMENTOS DE GEOLOGIA PARA ENGENHARIA
11033414;NA1ESTU040-17SA;PROJETO AMBIENTAL URBANO
11033414;NA1ESTU031-17SA;RECUPERAÇÃO DE ÁREAS DEGRADADAS
11033414;NA1ESTU039-17SA;REGULAÇÃO AMBIENTAL E URBANÍSTICA
11033811;DANHT3089-15SA;TRABALHO DE CONCLUSÃO DE CURSO EM FÍSICA
11033915;NA1BCJ0205-15SA;FENÔMENOS TÉRMICOS
11033915;DA1BCK0104-15SA;INTERAÇÕES ATÔMICAS E MOLECULARES
11033915;NA1BIN0406-15SA;INTRODUÇÃO À PROBABILIDADE E À ESTATÍSTICA
11033915;NA1MCZA046-17SA;SEMÂNTICA DE LINGUAGEM DE PROGRAMAÇÃO
11033915;NA2BCL0307-15SA;TRANSFORMAÇÕES QUÍMICAS
11034116;DA1NHT1049-15SA;TRABALHO DE CONCLUSÃO DE CURSO EM BIOLOGIA
11034214;NA1ESTE016-17SA;INTRODUÇÃO AOS SISTEMAS ELÉTRICOS DE POTÊNCIA
11034214;NA1ESTE023-17SA;TRANSFERÊNCIA DE CALOR II
11034216;NA2MCTA006-17SA;CIRCUITOS DIGITAIS
11034216;NAESTE033-17SA;ENGENHARIA SOLAR FOTOVOLTAICA
11034216;NA1BCN0405-15SB;INTRODUÇÃO ÀS EQUAÇÕES DIFERENCIAIS ORDINÁRIAS
11034314;NA1ESMA001-23SB;SOLUÇÕES PARA DESAFIOS EM ENGENHARIA
11034512;NA2ESMA002-23SB;INOVAÇÕES PARA ENGENHARIA
11034615;NA1NHZ6014-18SA;TRABALHO DE CONCLUSÃO DE CURSO DE BIOTECNOLOGIA
11034715;DA1ESTE036-17SA;ECONOMIA DA ENERGIA
11034815;DANHT3089-15SA;TRABALHO DE CONCLUSÃO DE CURSO EM FÍSICA
11034816;NANHH2010-18SB;ÉTICA CONTEMPORÂNEA
11035313;NA1ESTA016-17SA;MÁQUINAS ELÉTRICAS
11035416;NA1ESTO015-17SA;MECÂNICA DOS FLUIDOS I
11035614;NA1NHLB002-23SA;PRÁTICAS DE ENSINO DE BIOLOGIA E APRENDIZAGEM
11035616;NA1MCTB019-17SA;MATEMÁTICA DISCRETA
11035616;NA1MCCC010-23SA;MATEMÁTICA DISCRETA II
11035815;NAMCZD001-18SA;DIDÁTICA DA MATEMÁTICA
11035815;NAMCLM001-23SA;EDUCAÇÃO ESTATÍSTICA
11035815;NAMCTD017-18SA;PRÁTICAS DE ENSINO DE MATEMÁTICA II
11035916;NA1ESZM034-17SA;DESIGN DE DISPOSITIVOS
11035916;NA2ESTO004-17SA;INSTRUMENTAÇÃO E CONTROLE
11035916;DA1ESZM027-17SA;MATERIAIS PARA ENERGIA E AMBIENTE
11035916;NA1ESZM031-17SA;NANOCOMPÓSITOS
11035916;NA1ESTM013-17SA;SELEÇÃO DE MATERIAIS
11035916;NA1ESTM003-17SA;TÓPICOS COMPUTACIONAIS EM MATERIAIS
11036116;NA1NHZ4080-20SA;HISTÓRIA DA QUÍMICA
11036116;NB2BCS0002-15SA;PROJETO DIRIGIDO
11036412;NAMCTC001-15SB;INTRODUÇÃO À FILOSOFIA DA MENTE
11036412;NAMCZC018-20SB;PSICOPATOLOGIA
11036415;NA1NHT1069-15SA;FISIOLOGIA VEGETAL I
11036415;NA1NHLB002-23SA;PRÁTICAS DE ENSINO DE BIOLOGIA E APRENDIZAGEM
11036415;NA1NHBB001-23SA;ZOOLOGIA: ORIGEM E DIVERSIFICAÇÃO DE METAZOA
11036516;DA1MCZA039-17SA;PRÁTICA AVANÇADA DE PROGRAMAÇÃO B
11036614;NA1ESMA002-23SB;INOVAÇÕES PARA ENGENHARIA
11036712;NAESZE038-17SA;REAÇÕES NUCLEARES
11036716;NA1ESTB013-17SB;BIOSSEGURANÇA
11036716;NA1ESMA002-23SB;INOVAÇÕES PARA ENGENHARIA
11036716;NA2ESMA001-23SB;SOLUÇÕES PARA DESAFIOS EM ENGENHARIA
11037213;NA1MCZA046-17SA;SEMÂNTICA DE LINGUAGEM DE PROGRAMAÇÃO
11038215;NA1MCCC010-23SA;MATEMÁTICA DISCRETA II
11038215;NA1ESZI014-17SA;SISTEMAS INTELIGENTES
11038216;DAMCZB035-17SA;EVOLUÇÃO DOS CONCEITOS MATEMÁTICOS
11038716;NA1NHT4025-15SA;MÉTODOS DE ANÁLISE EM QUÍMICA ORGÂNICA
11038816;NA1NHT1013-15SA;BIOQUÍMICA FUNCIONAL
11038816;NA1NHT1071-15SA;PRÁTICAS DE ECOLOGIA
11038916;DA2NHT1013-15SA;BIOQUÍMICA FUNCIONAL
11038916;DB3BCM0505-22SA;PROCESSAMENTO DA INFORMAÇÃO
11038916;DA1ESTM018-17SA;TERMODINÂMICA DE MATERIAIS
11039015;NA1NHT1072-15SA;ECOLOGIA COMPORTAMENTAL
11039016;DA1ESGE009-23SB;TÓPICOS EM ENGENHARIA DE PRODUÇÃO NA INDÚSTRIA DE ALIMENTOS
11039116;NA1MCCC015-23SA;PROGRAMAÇÃO FUNCIONAL
11039416;NA1MCCC006-23SA;COMPILADORES E INTERPRETADORES
11039416;NA1MCTA025-13SA;SISTEMAS DISTRIBUÍDOS
11039816;NA1ESGE007-23SB;GESTÃO AMBIENTAL EMPRESARIAL
11039816;DA1ESGE009-23SB;TÓPICOS EM ENGENHARIA DE PRODUÇÃO NA INDÚSTRIA DE ALIMENTOS
11039916;NA1ESTE016-17SA;INTRODUÇÃO AOS SISTEMAS ELÉTRICOS DE POTÊNCIA
11039916;NA1ESZE080-17SA;PLANEJAMENTO DA OPERAÇÃO DE SISTEMAS HIDROTÉRMICOS DE POTÊNCIA
11039916;NAESZE031-17SA;PROCESSOS TERMOQUÍMICOS DE CONVERSÃO ENERGÉTICA
11040113;NA1ESZB032-17SB;BIOIMPEDÂNCIA APLICADA
11040113;DAMCZC012-15SB;SENSAÇÃO E PERCEPÇÃO
11040615;NA1MCZA039-17SA;PRÁTICA AVANÇADA DE PROGRAMAÇÃO B
11040615;NA1MCCC015-23SA;PROGRAMAÇÃO FUNCIONAL
11041012;NA1ESTO013-17SB;ENGENHARIA ECONÔMICA
11041012;NA1BHO1102-19SB;INTRODUÇÃO À ECONOMIA
11041012;NA1MCTC014-13SB;INTRODUÇÃO À INFERÊNCIA ESTATÍSTICA
11041012;NA1ESTO012-17SB;PRINCÍPIOS DE ADMINISTRAÇÃO
11041310;NB1NHI5001-15SA;DESENVOLVIMENTO E APRENDIZAGEM
